path,level,prefLabel,synonym,definition
symptom/abdominal symptom/abdominal mass/left lower quadrant abdominal mass,3,left lower quadrant abdominal mass,,
symptom/abdominal symptom/abdominal mass/periumbilic abdominal mass,3,periumbilic abdominal mass,,
symptom/abdominal symptom/abdominal lump,2,abdominal lump,,
symptom/abdominal symptom/abdominal lump/left upper quadrant abdominal lump,3,left upper quadrant abdominal lump,,
symptom/abdominal symptom/abdominal lump/left lower quadrant abdominal lump,3,left lower quadrant abdominal lump,,
symptom/abdominal symptom/abdominal lump/epigastric abdominal lump,3,epigastric abdominal lump,,
symptom/abdominal symptom/abdominal lump/generalized abdominal lump,3,generalized abdominal lump,,
symptom/abdominal symptom/abdominal lump/right upper quadrant abdominal lump,3,right upper quadrant abdominal lump,,
symptom/abdominal symptom/abdominal lump/right lower quadrant abdominal lump,3,right lower quadrant abdominal lump,,
symptom/abdominal symptom/abdominal lump/multiple sites abdominal lump,3,multiple sites abdominal lump,,
symptom/abdominal symptom/abdominal lump/periumbilic abdominal lump,3,periumbilic abdominal lump,,
symptom/abdominal symptom/abdominal swelling,2,abdominal swelling,,
symptom/abdominal symptom/abdominal swelling/left lower quadrant abdominal swelling,3,left lower quadrant abdominal swelling,,
symptom/abdominal symptom/abdominal swelling/periumbilic abdominal swelling,3,periumbilic abdominal swelling,,
symptom/abdominal symptom/abdominal swelling/multiple sites abdominal swelling,3,multiple sites abdominal swelling,,
symptom/abdominal symptom/abdominal swelling/right lower quadrant abdominal swelling,3,right lower quadrant abdominal swelling,,
symptom/abdominal symptom/abdominal swelling/generalized abdominal swelling,3,generalized abdominal swelling,,
symptom/abdominal symptom/abdominal swelling/left upper quadrant abdominal swelling,3,left upper quadrant abdominal swelling,,
symptom/abdominal symptom/abdominal swelling/right upper quadrant abdominal swelling,3,right upper quadrant abdominal swelling,,
symptom/abdominal symptom/abdominal swelling/epigastric abdominal swelling,3,epigastric abdominal swelling,,
symptom/head and neck symptom,1,head and neck symptom,,
symptom/head and neck symptom/throat symptom,2,throat symptom,,
symptom/head and neck symptom/throat symptom/hemorrhage from throat,3,hemorrhage from throat,,
symptom/head and neck symptom/throat symptom/hoarseness,3,hoarseness,,
symptom/head and neck symptom/throat symptom/lesions in oropharynx,3,lesions in oropharynx,,
symptom/head and neck symptom/throat symptom/tracheitis,3,tracheitis,,doid/symp duplicate
symptom/head and neck symptom/throat symptom/laryngitis,3,laryngitis,,doid/symp duplicate
symptom/head and neck symptom/throat symptom/laryngotracheitis,3,laryngotracheitis,larynx and trachea inflammation,doid/symp duplicate
symptom/head and neck symptom/throat symptom/tracheobronchitis,3,tracheobronchitis,,
symptom/head and neck symptom/throat symptom/dysphagia,3,dysphagia,difficulty in swallowing|difficulty swallowing|impaired swallowing,
symptom/head and neck symptom/throat symptom/thyroid symptom,3,thyroid symptom,,
symptom/head and neck symptom/throat symptom/thyroid symptom/thyroid abscesses,4,thyroid abscesses,,
symptom/head and neck symptom/throat symptom/pharynx inflammation,3,pharynx inflammation,,
symptom/head and neck symptom/throat symptom/inability to swallow,3,inability to swallow,,
symptom/head and neck symptom/throat symptom/decreased pharyngeal tone,3,decreased pharyngeal tone,,
symptom/head and neck symptom/neck symptom,2,neck symptom,cervicalgia,
symptom/head and neck symptom/neck symptom/cervical edema,3,cervical edema,,Cervical edema is a neck symptom characterized by an abnormal excess accumulation of serous fluid in the soft tissue of the cervical area.
symptom/head and neck symptom/neck symptom/neck weakness,3,neck weakness,,
symptom/head and neck symptom/neck symptom/hyperemia of the neck,3,hyperemia of the neck,,Hyperemia of the neck is a neck symptom consisting of an excess of blood in the tissues of the neck as from an increased flow of blood due to vasodilation.
symptom/head and neck symptom/neck symptom/stiff neck,3,stiff neck,,
symptom/head and neck symptom/head symptom,2,head symptom,,
symptom/head and neck symptom/head symptom/head swelling,3,head swelling,,
symptom/head and neck symptom/head symptom/eye symptom,3,eye symptom,,
symptom/head and neck symptom/head symptom/eye symptom/sore eyes,4,sore eyes,,Sore eyes is a eye symptom characterized by an inflammation of the thin covering of the eyeball and the inner eyelid brought about by a viral infection which may be highly contagious.
symptom/head and neck symptom/head symptom/eye symptom/exophthalmos,4,exophthalmos,exophthalmus|exophthalmia|proptosis,An abnormal protrusion or displacement of an eye or other body part.|doid/symp duplicate
symptom/head and neck symptom/head symptom/eye symptom/bloodshot eye,4,bloodshot eye,redness of eye|red eye,
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom,4,cornea symptom,,
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/cloudy cornea,5,cloudy cornea,,
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/keratitis,5,keratitis,inflammation of the cornea of the eye|corneitis,doid/symp duplicate
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/corneal opacity,5,corneal opacity,,
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/corneal ulcers,5,corneal ulcers,,
symptom/head and neck symptom/head symptom/eye symptom/cornea symptom/corneal scarring,5,corneal scarring,,"A cornea symptom that is characterized by scarring (an opacity or irregularity in the cornea) of the cornea, from trauma; abrasion; bacterial, fungal, viral, or parasitic infection; or disease, and can result in impaired vision, or even blindness."
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom,4,conjunctiva symptom,,
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctival degeneration,5,conjunctival degeneration,,
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctival suffusion,5,conjunctival suffusion,,An eye symptom that is characterized by (need def conjunctival suffusion - placeholder for xref).
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctival swelling,5,conjunctival swelling,,
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctival congestion,5,conjunctival congestion,,An eye symptom that is characterized by (need def conjunctival congestion - placeholder for xref).
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctivitis,5,conjunctivitis,,doid/symp duplicate
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctivitis/severe conjunctivitis,6,severe conjunctivitis,,
symptom/head and neck symptom/head symptom/eye symptom/conjunctiva symptom/conjunctivitis/mild conjunctivitis,6,mild conjunctivitis,,
symptom/head and neck symptom/head symptom/eye symptom/light sensitivity,4,light sensitivity,,
symptom/head and neck symptom/head symptom/eye symptom/light sensitivity/photophobia,5,photophobia,light intolerance,
symptom/head and neck symptom/head symptom/eye symptom/excessive tearing,4,excessive tearing,,doid/symp duplicate
symptom/head and neck symptom/head symptom/eye symptom/vision symptom,4,vision symptom,,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/loss of vision,5,loss of vision,,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/loss of vision/amaurosis,6,amaurosis,,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/loss of vision/amaurosis/amaurosis fugax,7,amaurosis fugax,,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/blindness,5,blindness,,doid/symp duplicate
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/double vision,5,double vision,diplopia,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/double vision/occasional diplopia,6,occasional diplopia,,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/blind spot,5,blind spot,,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/acquired color vision deficiency,5,acquired color vision deficiency,,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/vision distortion,5,vision distortion,,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/vision distortion/disturbed vision,6,disturbed vision,disturbance of vision,
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/vision distortion/blurred vision,6,blurred vision,,"A vision symptom that is characterized by a decreased clarity or sharpness in vision, which can be caused by eye conditions myopia or hyperopia."
symptom/head and neck symptom/head symptom/eye symptom/vision symptom/vision distortion/blurred vision/blurred vision with haloes,7,blurred vision with haloes,,
symptom/head and neck symptom/head symptom/eye symptom/inflamed eyes,4,inflamed eyes,,
symptom/head and neck symptom/head symptom/eye symptom/ocular lesion,4,ocular lesion,,
symptom/head and neck symptom/head symptom/eye symptom/moderate conjuctival injection,4,moderate conjuctival injection,,
symptom/head and neck symptom/head symptom/eye symptom/intraretinal hemorrhage,4,intraretinal hemorrhage,,
symptom/head and neck symptom/head symptom/eye symptom/decreased tearing,4,decreased tearing,,An eye symptom that is characterized by a reduction in the saline fluid secreted by the lacrimal gland.
symptom/head and neck symptom/head symptom/eye symptom/hypopyon,4,hypopyon,,doid/symp duplicate
symptom/head and neck symptom/head symptom/eye symptom/eye strain,4,eye strain,,
symptom/head and neck symptom/head symptom/eye symptom/asthenopia,4,asthenopia,rapid eye fatigue|eye weakness,doid/symp duplicate
symptom/head and neck symptom/head symptom/eye symptom/nystagmus,4,nystagmus,rapid involuntary rhythmic eye movement,
symptom/head and neck symptom/head symptom/eye symptom/subconjunctival bleeding,4,subconjunctival bleeding,,
symptom/head and neck symptom/head symptom/eye symptom/yellow exudate from eyes,4,yellow exudate from eyes,,
symptom/head and neck symptom/head symptom/eye symptom/anisocoria,4,anisocoria,enlargement of one pupil|pupils of different size,
symptom/head and neck symptom/head symptom/eye symptom/anterior scleral inflammation,4,anterior scleral inflammation,,
symptom/head and neck symptom/head symptom/eye symptom/cranial nerve palsies,4,cranial nerve palsies,,
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom,4,pupil symptom,,
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/dilated pupil,5,dilated pupil,,
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/dilated pupil/mydriasis,6,mydriasis,prolonged pupil dilation|excessive pupil dilation,
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/dilated pupil/mydriasis/unreactive mydriasis,7,unreactive mydriasis,,
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/dilated pupil/fixed dilated pupils,6,fixed dilated pupils,,
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/contracted pupil,5,contracted pupil,,
symptom/head and neck symptom/head symptom/eye symptom/pupil symptom/contracted pupil/miosis,6,miosis,,
symptom/head and neck symptom/head symptom/eye symptom/icteric eyes,4,icteric eyes,,Icteric eyes is a eye symptom characterized by yellowed eyes due to bile or bilirubin accumulation.
symptom/head and neck symptom/head symptom/eye symptom/eye discharge,4,eye discharge,ocular discharge,
symptom/head and neck symptom/head symptom/eye symptom/fixed pupil,4,fixed pupil,fixed pupils,
symptom/head and neck symptom/head symptom/facial tremor,3,facial tremor,,"Facial tremor is a head symptom characterized by a trembling or shaking of the muscles of the face usually from physical weakness, emotional stress, or disease, may be emphasized by the firm closure of the eyes, elevation of the eyebrows, or drawing down and outward of the corners of the mouth."
symptom/head and neck symptom/head symptom/lateroventral deviation of the head,3,lateroventral deviation of the head,,
symptom/head and neck symptom/head symptom/hydrocephalus,3,hydrocephalus,,doid/symp duplicate
symptom/head and neck symptom/head symptom/head pressing,3,head pressing,,
symptom/head and neck symptom/head symptom/ear symptom,3,ear symptom,,
symptom/head and neck symptom/head symptom/ear symptom/bone conduction hyperacusis,4,bone conduction hyperacusis,,An ear symptom - need proper definition - placeholder for xref.
symptom/head and neck symptom/head symptom/ear symptom/tinnitus,4,tinnitus,sensation of noise,
symptom/head and neck symptom/head symptom/ear symptom/otitis,4,otitis,,"Otitis is a ear symptom characterized as a general term for inflammation or infection of the ear, in both humans and other animals."
symptom/head and neck symptom/head symptom/ear symptom/droopy ears,4,droopy ears,,
symptom/head and neck symptom/head symptom/ear symptom/deafness,4,deafness,,
symptom/head and neck symptom/head symptom/face hyperemia,3,face hyperemia,,Hyperemia of the face is a head symptom consisting of an excess of blood in the tissues of the face as from an increased flow of blood due to vasodilation.
symptom/head and neck symptom/head symptom/mouth symptom,3,mouth symptom,,
symptom/head and neck symptom/head symptom/mouth symptom/dry mouth,4,dry mouth,,
symptom/head and neck symptom/head symptom/mouth symptom/lesions in mouth,4,lesions in mouth,,
symptom/head and neck symptom/head symptom/mouth symptom/palate weakness,4,palate weakness,,
symptom/head and neck symptom/head symptom/mouth symptom/slurred speech,4,slurred speech,,
symptom/head and neck symptom/head symptom/mouth symptom/thick white exudate on tongue,4,thick white exudate on tongue,,
symptom/head and neck symptom/head symptom/mouth symptom/mouth bleeding,4,mouth bleeding,,
symptom/head and neck symptom/head symptom/mouth symptom/mouth bleeding/gum bleeding,5,gum bleeding,gingival hemorrhage,Gum bleeding is a mouth symptom characterized by a copious discharge of blood from the blood vessels of the mucosal tissue that lies over the alveolar bone.
symptom/head and neck symptom/head symptom/mouth symptom/voice disturbance,4,voice disturbance,,
symptom/head and neck symptom/head symptom/mouth symptom/voice disturbance/aphonia,5,aphonia,,
symptom/head and neck symptom/head symptom/mouth symptom/voice disturbance/hoarse voice,5,hoarse voice,,
symptom/head and neck symptom/head symptom/mouth symptom/voice disturbance/dysphonia,5,dysphonia,,
symptom/head and neck symptom/head symptom/mouth symptom/mouth sore,4,mouth sore,,
symptom/head and neck symptom/head symptom/mouth symptom/mouth papules,4,mouth papules,,
symptom/head and neck symptom/head symptom/mouth symptom/herpetic lesion on upper lip,4,herpetic lesion on upper lip,,
symptom/head and neck symptom/head symptom/mouth symptom/decreased tongue tone,4,decreased tongue tone,,
symptom/head and neck symptom/head symptom/nose symptom,3,nose symptom,,
symptom/head and neck symptom/head symptom/nose symptom/epistaxis,4,epistaxis,nosebleed,A nose symptom that involves a is loss of blood from the tissue lining the nose.
symptom/head and neck symptom/head symptom/nose symptom/rhinorrhea,4,rhinorrhea,runny nose,A nose symptom that is characterized by an excessive secretion of mucous through the nose.
symptom/head and neck symptom/head symptom/nose symptom/postnasal drainage,4,postnasal drainage,,A nose symptom that is characterized by an an excessive secretion of mucous down the back of the throat.
symptom/head and neck symptom/head symptom/nose symptom/nasal bleeding,4,nasal bleeding,,
symptom/head and neck symptom/head symptom/nose symptom/yellow exudate from nose,4,yellow exudate from nose,,
symptom/head and neck symptom/head symptom/nose symptom/sinusitis,4,sinusitis,,doid/symp duplicate
symptom/head and neck symptom/head symptom/nose symptom/nasal discharge,4,nasal discharge,,
symptom/head and neck symptom/head symptom/facial weakness,3,facial weakness,,
symptom/general symptom,1,general symptom,,
symptom/general symptom/flaccidity,2,flaccidity,,
symptom/general symptom/asthenia,2,asthenia,loss of strength,doid/symp duplicate
symptom/general symptom/prostration,2,prostration,,Prostration is a general symptom characterized by complete physical or mental exhaustion.
symptom/general symptom/prostration/extreme prostration,3,extreme prostration,,
symptom/general symptom/prostration/progressive prostration,3,progressive prostration,,
symptom/general symptom/thirst,2,thirst,,Thirst is a general symptom characterized by a sensation of dryness in the mouth and throat associated with a desire for liquids.
symptom/general symptom/inflammation,2,inflammation,,"Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue."
symptom/general symptom/inflammation/chronic inflammation,3,chronic inflammation,,
symptom/general symptom/inflammation/granulomatous inflammation,3,granulomatous inflammation,,
symptom/general symptom/chills,2,chills,rigors,
symptom/general symptom/tremor,2,tremor,,"Tremor is a generial symptom characterized by a trembling or shaking usually from physical weakness, emotional stress, or disease."
symptom/general symptom/abscess,2,abscess,,
symptom/general symptom/abscess/multiple abscesses,3,multiple abscesses,,
symptom/general symptom/abscess/anal abscess,3,anal abscess,,
symptom/general symptom/multiple organ failure,2,multiple organ failure,,
symptom/general symptom/discharge,2,discharge,,
symptom/general symptom/discharge/wound discharge,3,wound discharge,,
symptom/general symptom/swelling symptom,2,swelling symptom,,
symptom/general symptom/swelling symptom/leg swelling,3,leg swelling,,
symptom/general symptom/swelling symptom/lymph gland swelling,3,lymph gland swelling,,
symptom/general symptom/change in body sensation,2,change in body sensation,,
symptom/general symptom/ptosis,2,ptosis,droopiness,"Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.|doid/symp duplicate - reviewed 10/2022, both DO & SYMP"
symptom/general symptom/blood pressure,2,blood pressure,,
symptom/general symptom/blood pressure/high blood pressure,3,high blood pressure,,
symptom/general symptom/blood pressure/low blood pressure,3,low blood pressure,,
symptom/general symptom/blood pressure/low blood pressure/hypotensive,4,hypotensive,,"A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation."
symptom/general symptom/slow pulse,2,slow pulse,,
symptom/general symptom/extracellular fluid alteration,2,extracellular fluid alteration,,
symptom/general symptom/extracellular fluid alteration/excess lymphocytes in cerebrospinal fluid,3,excess lymphocytes in cerebrospinal fluid,,
symptom/general symptom/sensory disturbance,2,sensory disturbance,,
symptom/general symptom/bleeding,2,bleeding,,"A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels."
symptom/general symptom/shakes,2,shakes,trembling,Shakes is a general symptom characterized by a condition of trembling.
symptom/general symptom/necrosis,2,necrosis,,"Necrosis is a general symptom where death of a portion of tissue differentially affected by local injury (as loss of blood supply, corrosion, burning, or the local lesion of a disease)."
symptom/general symptom/necrosis/severe necrosis,3,severe necrosis,,
symptom/general symptom/sleep disturbance,2,sleep disturbance,,
symptom/general symptom/sleep disturbance/disruptions of 24-hour sleep-wake cycle,3,disruptions of 24-hour sleep-wake cycle,,
symptom/general symptom/sleep disturbance/sleep related movement disorder,3,sleep related movement disorder,,
symptom/general symptom/sleep disturbance/hypersomnia,3,hypersomnia,,Hypersomnia is a sleep disturbance characterized by sleeping for excessive periods at intervals with intervening periods of normal duration of sleeping and waking.
symptom/general symptom/sleep disturbance/hypersomnia/hypersomnia with sleep apnea,4,hypersomnia with sleep apnea,,
symptom/general symptom/sleep disturbance/dysfunctions associated with sleep stages,3,dysfunctions associated with sleep stages,,
symptom/general symptom/sleep disturbance/dysfunctions associated with arousal from sleep,3,dysfunctions associated with arousal from sleep,,
symptom/general symptom/sleep disturbance/insomnia,3,insomnia,agrypnia,Insomnia is a sleep disturbance characterized by prolonged and usually abnormal inability to obtain adequate sleep.
symptom/general symptom/sleep disturbance/insomnia/insomnia with sleep apnea,4,insomnia with sleep apnea,,
symptom/general symptom/sleep disturbance/night sweats,3,night sweats,sleep hyperhidrosis,
symptom/general symptom/weakness,2,weakness,,
symptom/general symptom/weakness/progressive weakness,3,progressive weakness,,
symptom/general symptom/weakness/profound weakness,3,profound weakness,,
symptom/general symptom/listlessness,2,listlessness,languid,
symptom/general symptom/cramp,2,cramp,,
symptom/general symptom/infant symptom,2,infant symptom,,
symptom/general symptom/infant symptom/fussy infant,3,fussy infant,,
symptom/general symptom/infant symptom/excessive crying of infant,3,excessive crying of infant,,
symptom/general symptom/infant symptom/weak cry,3,weak cry,,
symptom/general symptom/hallucination,2,hallucination,,Hallucination is a general symptom where there is a perception of something (as a visual image or a sound) with no external cause usually arising from a disorder of the nervous system (as in delirium tremens or in functional psychosis without known neurological disease) or in response to drugs (as LSD).
symptom/general symptom/giddiness,2,giddiness,,
symptom/neurological and physiological symptom,1,neurological and physiological symptom,,
symptom/neurological and physiological symptom/fever,2,fever,pyrexia,"A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons."
symptom/neurological and physiological symptom/fever/relapsing fever,3,relapsing fever,,A fever that is characterized by  body temperature periodically rising and falling.|doid/symp duplicate
symptom/neurological and physiological symptom/fever/cyclic fever,3,cyclic fever,intermittent fever|recurrent fever,A fever that is characterized by occurring during periodic episodes.
symptom/neurological and physiological symptom/fever/afebrile,3,afebrile,,A fever that is characterized by the state of being free from fever.
symptom/neurological and physiological symptom/fever/sudden onset of fever,3,sudden onset of fever,,
symptom/neurological and physiological symptom/fever/hyperpyrexia,3,hyperpyrexia,,"A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit)."
symptom/neurological and physiological symptom/fever/remittent fever,3,remittent fever,,A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.
symptom/neurological and physiological symptom/fever/mild fever,3,mild fever,,A fever that is characterized by being mild in form.
symptom/neurological and physiological symptom/fever/mild fever/low-grade fever,4,low-grade fever,low grade fever,A mild fever that is characterized by a fever that does not exceed 38.5 degrees Celsius (101.3 degrees Fahrenheit).
symptom/neurological and physiological symptom/fever/high fever,3,high fever,,A fever that is characterized by an elevated temperature.
symptom/neurological and physiological symptom/fever/high fever/very high fever,4,very high fever,,A high fever that is characterized by extremely high temperatures.
symptom/neurological and physiological symptom/fever/high fever/hyperthermia,4,hyperthermia,,A high fever that is characterized by an exceptionally high fever especially when induced artificially for therapeutic purposes.
symptom/neurological and physiological symptom/fever/Pel-Epstein fever,3,Pel-Epstein fever,,"A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low."
symptom/neurological and physiological symptom/fever/prolonged fever,3,prolonged fever,,A fever that is characterized by as  persisting over a prolonged period of time.
symptom/neurological and physiological symptom/fever/continuous fever,3,continuous fever,continued fever,A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.
symptom/neurological and physiological symptom/fever/transient fever,3,transient fever,,A fever that is characterized by a rise of body temperature above the normal that is sustained for only a short period of time.
symptom/neurological and physiological symptom/fatigue,2,fatigue,,"A neurological and physiological symptom that is characterized by a weariness or exhaustion from labor, exertion, or stress."
symptom/neurological and physiological symptom/fatigue/exhaustion,3,exhaustion,,"A fatigue that is characterized by a feeling of weariness (bodily or mental) or feeling of weakness.  Exhaustion is a shorter-lived form of fatigue that can be experienced emotionally, mentally, and physically."
symptom/neurological and physiological symptom/fatigue/exhaustion/extreme exhaustion,4,extreme exhaustion,,"An exhaustion that is characterized by exceeding the ordinary, usual, or expected."
symptom/neurological and physiological symptom/fatigue/weariness,3,weariness,,"A fatigue that is characterized by a feeling of exhaustion in strength, endurance, and vigor."
symptom/neurological and physiological symptom/fatigue/tiredness,3,tiredness,,"A fatigue that is characterized by a feeling of a lessened capacity for work and reduced efficiency of accomplishment, usually accompanied by a sense of weariness and fatigue."
symptom/neurological and physiological symptom/fatigue/lethargy,3,lethargy,,A fatigue that is characterized by abnormal drowsiness.
symptom/neurological and physiological symptom/fatigue/extreme fatigue,3,extreme fatigue,,"A fatigue that is characterized by exceeding the ordinary, usual, or expected."
symptom/neurological and physiological symptom/malaise,2,malaise,,"A neurological and physiological symptom that is characterized by an indefinite feeling of debility or lack of health, often indicative of or accompanying the onset of an illness."
symptom/neurological and physiological symptom/memory loss,2,memory loss,,"A neurological and physiological symptom that is characterized by an unusual forgetfulness. One may not be able to remember new events, recall one or more memories of the past, or both.  Memory loss may be for a short time and then resolve (transient), or it may not go away and get worse over time."
symptom/neurological and physiological symptom/alteration of consciousness,2,alteration of consciousness,,A neurological and physiological symptom that is characterized by any condition which is significantly different from a normal waking state.
symptom/neurological and physiological symptom/alteration of consciousness/concentration difficulty,3,concentration difficulty,,"An alteration of consciousness that is characterized by a decreased ability to focus one's thoughts on something. Concentration difficulties can be related to difficulty staying awake, impulsiveness, intrusive thoughts or concerns, overactivity, or inattention. They can be caused by medical, cognitive or psychological problems, or, may be related to sleep disorders, medications, alcohol, or drugs."
symptom/neurological and physiological symptom/alteration of consciousness/inability to think clearly,3,inability to think clearly,clouded sensorium|decreased sensorium,
symptom/neurological and physiological symptom/alteration of consciousness/inability to concentrate,3,inability to concentrate,,
symptom/neurological and physiological symptom/alteration of consciousness/transient alteration of awareness,3,transient alteration of awareness,,An alteration of consciousness that is characterized by a brief (transient) episode of losing normal awareness or behavior.
symptom/neurological and physiological symptom/alteration of consciousness/persistent vegetative state,3,persistent vegetative state,,"An alteration of consciousness that is characterized by an individual with severe brain damage being in a state of partial arousal rather than true awareness. After four weeks in a vegetative state, the patient is classified as being in a persistent vegetative state. After three months in the US and six months in the UK, the diagnosis is classified as a permanent vegetative state after a non-traumatic brain injury, or, one year after a traumatic injury."
symptom/neurological and physiological symptom/alteration of consciousness/stupor,3,stupor,,"An alteration of consciousness that is characterized by a lack of critical mental function and a level of consciousness, in which an affected person is almost entirely unresponsive and responds only to intense stimuli such as pain."
symptom/neurological and physiological symptom/alteration of consciousness/conscious disturbance,3,conscious disturbance,,"An alteration of consciousness that is characterized by a disturbance in sentience (the ability to experience feelings and sensations) or awareness of one's internal and external existence, i.e. inhibited or absent self-awareness."
symptom/neurological and physiological symptom/alteration of consciousness/syncope,3,syncope,loss of consciousness due to insuffiecient blood flow to the brain|faint|fainting,An alteration of consciousness that is characterized by a loss of consciousness resulting from insufficient blood flow to the brain.
symptom/neurological and physiological symptom/alteration of consciousness/syncope and collapse,3,syncope and collapse,,An alteration of consciousness that is characterized by a loss of consciousness resulting from insufficient blood flow to the brain and limb weakness progressing to collapse.
symptom/neurological and physiological symptom/alteration of consciousness/coma,3,coma,,"An alteration of consciousness that is characterized by a deep state of prolonged unconsciousness in which a person cannot be awakened, fails to respond normally to painful stimuli, light, or sound, lacks a normal wake-sleep cycle and does not initiate voluntary actions."
symptom/neurological and physiological symptom/proprioception symptom,2,proprioception symptom,,"A neurological and physiological symptom that is characterized by one's body’s ability to sense movement, action, and location and results from sensory receptors in one's nervous system and body (muscles, joints, and tendons)."
symptom/neurological and physiological symptom/proprioception symptom/decreased conscious proprioception,3,decreased conscious proprioception,,A proprioception symptom that is characterized by a decreased ability of an organism to consciously process the reception of stimuli produced within the organism.
symptom/neurological and physiological symptom/memory impairment,2,memory impairment,,"A neurological and physiological symptom that is characterized by a diminished or reduced ability to remember things such as dates and names, and increased forgetfulness."
symptom/neurological and physiological symptom/loss of consciousness,2,loss of consciousness,,"A neurological and physiological symptom that is characterized by a state in which an individual lacks normal awareness of self and the surrounding environment and one's ability to remain awake, aware, and oriented is impaired."
symptom/neurological and physiological symptom/hypothermia,2,hypothermia,,"A neurological and physiological symptom that is characterized by a subnormal temperature of the body, as defined by a temperature under 36.6 degrees Celcius (97.8 degrees Fahrenheit)."
symptom/neurological and physiological symptom/delirium,2,delirium,,"A neurological and physiological symptom that is characterized by a mental disturbance characterized by confusion, disordered speech, and hallucinations."
symptom/neurological and physiological symptom/depression,2,depression,,"A neurological and physiological symptom that is characterized by a chronic feeling of emptiness, sadness, or inability to feel pleasure that may appear to happen for no clear reason.  Additionally one may experience feelings of hopelessness, pessimism, irritability, frustration, or restlessness, guilt, worthlessness and thoughts of death or suicide."
symptom/neurological and physiological symptom/drowsiness,2,drowsiness,drowsy|somnolence,A neurological and physiological symptom that is characterized by a feeling of being more sleepy than normal during the day. People who are drowsy may fall asleep in when they do not want to or at times which can lead to safety concerns.
symptom/neurological and physiological symptom/ataxia,2,ataxia,uncoordination,A neurological and physiological symptom that is characterized by an inability to coordinate voluntary muscular movements that is symptomatic of some nervous disorders.
symptom/neurological and physiological symptom/ataxia/sudden ataxis,3,sudden ataxis,,
symptom/neurological and physiological symptom/balance symptom,2,balance symptom,,"A neurological and physiological symptom that is characterized by any of the following: dizziness or vertigo (a spinning sensation); falling or feeling as if you are going to fall; staggering when walking; lightheadedness, faintness, or a floating sensation; and confusion or disorientation."
symptom/neurological and physiological symptom/balance symptom/dizziness,3,dizziness,dizzy,A  balance symptom that is characterized by a sensation of unsteadiness accompanied by a feeling of movement within the head.
symptom/neurological and physiological symptom/balance symptom/dizziness/vertigo,4,vertigo,,"A dizziness that is characterized by a specific type of dizziness, a major symptom of a balance disorder. It is the sensation of spinning or swaying while the body is stationary with respect to the surroundings."
symptom/neurological and physiological symptom/balance symptom/dizziness/vertigo/subjective vertigo,5,subjective vertigo,,A vertigo that is characterized by a sensation that one's body is revolving in space.
symptom/neurological and physiological symptom/balance symptom/dizziness/vertigo/objective vertigo,5,objective vertigo,,A vertigo that is characterized by a sensation that the external world is revolving.
